Id;ActivityDay;StepTotal;Day
1844505072;4/20/2016;8;Wed
1844505072;4/21/2016;8054;Thu
1844505072;4/22/2016;5372;Fri
1844505072;4/23/2016;3570;Sat
1844505072;4/27/2016;4;Wed
1844505072;4/28/2016;6907;Thu
1844505072;4/29/2016;4920;Fri
1844505072;4/30/2016;4014;Sat
1844505072;5/1/2016;2573;Sun
1844505072;5/3/2016;4059;Tue
1844505072;5/4/2016;2080;Wed
1844505072;5/5/2016;2237;Thu
1844505072;5/6/2016;44;Fri
1927972279;4/12/2016;678;Tue
1927972279;4/13/2016;356;Wed
1927972279;4/14/2016;2163;Thu
1927972279;4/15/2016;980;Fri
1927972279;4/18/2016;244;Mon
1927972279;4/22/2016;149;Fri
1927972279;4/23/2016;2945;Sat
1927972279;4/24/2016;2090;Sun
1927972279;4/25/2016;152;Mon
1927972279;4/26/2016;3761;Tue
1927972279;4/28/2016;1675;Thu
1927972279;5/1/2016;2704;Sun
1927972279;5/2/2016;3790;Mon
1927972279;5/3/2016;1326;Tue
1927972279;5/4/2016;1786;Wed
1927972279;5/6/2016;2091;Fri
1927972279;5/7/2016;1510;Sat
2022484408;4/12/2016;11875;Tue
2022484408;4/13/2016;12024;Wed
2022484408;4/14/2016;10690;Thu
2022484408;4/15/2016;11034;Fri
2022484408;4/16/2016;10100;Sat
2022484408;4/17/2016;15112;Sun
2022484408;4/18/2016;14131;Mon
2022484408;4/19/2016;11548;Tue
2022484408;4/20/2016;15112;Wed
2022484408;4/21/2016;12453;Thu
2022484408;4/22/2016;12954;Fri
2022484408;4/23/2016;6001;Sat
2022484408;4/24/2016;13481;Sun
2022484408;4/25/2016;11369;Mon
2022484408;4/26/2016;10119;Tue
2022484408;4/27/2016;10159;Wed
2022484408;4/28/2016;10140;Thu
2022484408;4/29/2016;10245;Fri
2022484408;4/30/2016;18387;Sat
2022484408;5/1/2016;10538;Sun
2022484408;5/2/2016;10379;Mon
2022484408;5/3/2016;12183;Tue
2022484408;5/4/2016;11768;Wed
2022484408;5/5/2016;11895;Thu
2022484408;5/6/2016;10227;Fri
2022484408;5/7/2016;6708;Sat
2022484408;5/8/2016;3292;Sun
2022484408;5/9/2016;13379;Mon
2022484408;5/10/2016;12798;Tue
2022484408;5/11/2016;13272;Wed
2022484408;5/12/2016;9117;Thu
2026352035;4/12/2016;4414;Tue
2026352035;4/13/2016;4993;Wed
2026352035;4/14/2016;3335;Thu
2026352035;4/15/2016;3821;Fri
2026352035;4/16/2016;2547;Sat
2026352035;4/17/2016;838;Sun
2026352035;4/18/2016;3325;Mon
2026352035;4/19/2016;2424;Tue
2026352035;4/20/2016;7222;Wed
2026352035;4/21/2016;2467;Thu
2026352035;4/22/2016;2915;Fri
2026352035;4/23/2016;12357;Sat
2026352035;4/24/2016;3490;Sun
2026352035;4/25/2016;6017;Mon
2026352035;4/26/2016;5933;Tue
2026352035;4/27/2016;6088;Wed
2026352035;4/28/2016;6375;Thu
2026352035;4/29/2016;7604;Fri
2026352035;4/30/2016;4729;Sat
2026352035;5/1/2016;3609;Sun
2026352035;5/2/2016;7018;Mon
2026352035;5/3/2016;5992;Tue
2026352035;5/4/2016;6564;Wed
2026352035;5/5/2016;12167;Thu
2026352035;5/6/2016;8198;Fri
2026352035;5/7/2016;4193;Sat
2026352035;5/8/2016;5528;Sun
2026352035;5/9/2016;10685;Mon
2026352035;5/10/2016;254;Tue
2026352035;5/11/2016;8580;Wed
2026352035;5/12/2016;8891;Thu
2320127002;4/12/2016;10725;Tue
2320127002;4/13/2016;7275;Wed
2320127002;4/14/2016;3973;Thu
2320127002;4/15/2016;5205;Fri
2320127002;4/16/2016;5057;Sat
2320127002;4/17/2016;6198;Sun
2320127002;4/18/2016;6559;Mon
2320127002;4/19/2016;5997;Tue
2320127002;4/20/2016;7192;Wed
2320127002;4/21/2016;3404;Thu
2320127002;4/22/2016;5583;Fri
2320127002;4/23/2016;5079;Sat
2320127002;4/24/2016;4165;Sun
2320127002;4/25/2016;3588;Mon
2320127002;4/26/2016;3409;Tue
2320127002;4/27/2016;1715;Wed
2320127002;4/28/2016;1532;Thu
2320127002;4/29/2016;924;Fri
2320127002;4/30/2016;4571;Sat
2320127002;5/1/2016;772;Sun
2320127002;5/2/2016;3634;Mon
2320127002;5/3/2016;7443;Tue
2320127002;5/4/2016;1201;Wed
2320127002;5/5/2016;5202;Thu
2320127002;5/6/2016;4878;Fri
2320127002;5/7/2016;7379;Sat
2320127002;5/8/2016;5161;Sun
2320127002;5/9/2016;3090;Mon
2320127002;5/10/2016;6227;Tue
2320127002;5/11/2016;6424;Wed
2320127002;5/12/2016;2661;Thu
2347167796;4/12/2016;10113;Tue
2347167796;4/13/2016;10352;Wed
2347167796;4/14/2016;10129;Thu
2347167796;4/15/2016;10465;Fri
2347167796;4/16/2016;22244;Sat
2347167796;4/17/2016;5472;Sun
2347167796;4/18/2016;8247;Mon
2347167796;4/19/2016;6711;Tue
2347167796;4/20/2016;10999;Wed
2347167796;4/21/2016;10080;Thu
2347167796;4/22/2016;7804;Fri
2347167796;4/23/2016;16901;Sat
2347167796;4/24/2016;9471;Sun
2347167796;4/25/2016;9482;Mon
2347167796;4/26/2016;5980;Tue
2347167796;4/27/2016;11423;Wed
2347167796;4/28/2016;5439;Thu
2347167796;4/29/2016;42;Fri
2873212765;4/12/2016;8796;Tue
2873212765;4/13/2016;7618;Wed
2873212765;4/14/2016;7910;Thu
2873212765;4/15/2016;8482;Fri
2873212765;4/16/2016;9685;Sat
2873212765;4/17/2016;2524;Sun
2873212765;4/18/2016;7762;Mon
2873212765;4/19/2016;7948;Tue
2873212765;4/20/2016;9202;Wed
2873212765;4/21/2016;8859;Thu
2873212765;4/22/2016;7286;Fri
2873212765;4/23/2016;9317;Sat
2873212765;4/24/2016;6873;Sun
2873212765;4/25/2016;7373;Mon
2873212765;4/26/2016;8242;Tue
2873212765;4/27/2016;3516;Wed
2873212765;4/28/2016;7913;Thu
2873212765;4/29/2016;7365;Fri
2873212765;4/30/2016;8452;Sat
2873212765;5/1/2016;7399;Sun
2873212765;5/2/2016;7525;Mon
2873212765;5/3/2016;7412;Tue
2873212765;5/4/2016;8278;Wed
2873212765;5/5/2016;8314;Thu
2873212765;5/6/2016;7063;Fri
2873212765;5/7/2016;4940;Sat
2873212765;5/8/2016;8168;Sun
2873212765;5/9/2016;7726;Mon
2873212765;5/10/2016;8275;Tue
2873212765;5/11/2016;6440;Wed
2873212765;5/12/2016;7566;Thu
3372868164;4/12/2016;4747;Tue
3372868164;4/13/2016;9715;Wed
3372868164;4/14/2016;8844;Thu
3372868164;4/15/2016;7451;Fri
3372868164;4/16/2016;6905;Sat
3372868164;4/17/2016;8199;Sun
3372868164;4/18/2016;6798;Mon
3372868164;4/19/2016;7711;Tue
3372868164;4/20/2016;4880;Wed
3372868164;4/21/2016;8857;Thu
3372868164;4/22/2016;3843;Fri
3372868164;4/23/2016;7396;Sat
3372868164;4/24/2016;6731;Sun
3372868164;4/25/2016;5995;Mon
3372868164;4/26/2016;8283;Tue
3372868164;4/27/2016;7904;Wed
3372868164;4/28/2016;5512;Thu
3372868164;4/29/2016;9135;Fri
3372868164;4/30/2016;5250;Sat
3372868164;5/1/2016;3077;Sun
3977333714;4/12/2016;8856;Tue
3977333714;4/13/2016;10035;Wed
3977333714;4/14/2016;7641;Thu
3977333714;4/15/2016;9010;Fri
3977333714;4/16/2016;13459;Sat
3977333714;4/17/2016;10415;Sun
3977333714;4/18/2016;11663;Mon
3977333714;4/19/2016;12414;Tue
3977333714;4/20/2016;11658;Wed
3977333714;4/21/2016;6093;Thu
3977333714;4/22/2016;8911;Fri
3977333714;4/23/2016;12058;Sat
3977333714;4/24/2016;14112;Sun
3977333714;4/25/2016;11177;Mon
3977333714;4/26/2016;11388;Tue
3977333714;4/27/2016;7193;Wed
3977333714;4/28/2016;7114;Thu
3977333714;4/29/2016;10645;Fri
3977333714;4/30/2016;13238;Sat
3977333714;5/1/2016;10414;Sun
3977333714;5/2/2016;16520;Mon
3977333714;5/3/2016;14335;Tue
3977333714;5/4/2016;13559;Wed
3977333714;5/5/2016;12312;Thu
3977333714;5/6/2016;11677;Fri
3977333714;5/7/2016;11550;Sat
3977333714;5/8/2016;13585;Sun
3977333714;5/9/2016;14687;Mon
3977333714;5/10/2016;13072;Tue
3977333714;5/11/2016;746;Wed
4020332650;4/12/2016;8539;Tue
4020332650;4/14/2016;108;Thu
4020332650;4/15/2016;1882;Fri
4020332650;4/16/2016;1982;Sat
4020332650;4/17/2016;16;Sun
4020332650;4/18/2016;62;Mon
4020332650;5/2/2016;475;Mon
4020332650;5/3/2016;4496;Tue
4020332650;5/4/2016;10252;Wed
4020332650;5/5/2016;11728;Thu
4020332650;5/6/2016;4369;Fri
4020332650;5/7/2016;6132;Sat
4020332650;5/8/2016;5862;Sun
4020332650;5/9/2016;4556;Mon
4020332650;5/10/2016;5546;Tue
4020332650;5/11/2016;3689;Wed
4020332650;5/12/2016;590;Thu
4057192912;4/12/2016;5394;Tue
4057192912;4/13/2016;5974;Wed
4057192912;4/15/2016;3984;Fri
4319703577;4/12/2016;7753;Tue
4319703577;4/13/2016;8204;Wed
4319703577;4/14/2016;10210;Thu
4319703577;4/15/2016;5664;Fri
4319703577;4/16/2016;4744;Sat
4319703577;4/17/2016;29;Sun
4319703577;4/18/2016;2276;Mon
4319703577;4/19/2016;8925;Tue
4319703577;4/20/2016;8954;Wed
4319703577;4/21/2016;3702;Thu
4319703577;4/22/2016;4500;Fri
4319703577;4/23/2016;4935;Sat
4319703577;4/24/2016;4081;Sun
4319703577;4/25/2016;9259;Mon
4319703577;4/26/2016;9899;Tue
4319703577;4/27/2016;10780;Wed
4319703577;4/28/2016;10817;Thu
4319703577;4/29/2016;7990;Fri
4319703577;4/30/2016;8221;Sat
4319703577;5/1/2016;1251;Sun
4319703577;5/2/2016;9261;Mon
4319703577;5/3/2016;9648;Tue
4319703577;5/4/2016;10429;Wed
4319703577;5/5/2016;13658;Thu
4319703577;5/6/2016;9524;Fri
4319703577;5/7/2016;7937;Sat
4319703577;5/8/2016;3672;Sun
4319703577;5/9/2016;10378;Mon
4319703577;5/10/2016;9487;Tue
4319703577;5/11/2016;9129;Wed
4319703577;5/12/2016;17;Thu
4388161847;4/12/2016;10122;Tue
4388161847;4/13/2016;10993;Wed
4388161847;4/14/2016;8863;Thu
4388161847;4/15/2016;8758;Fri
4388161847;4/16/2016;6580;Sat
4388161847;4/17/2016;4660;Sun
4388161847;4/18/2016;11009;Mon
4388161847;4/19/2016;10181;Tue
4388161847;4/20/2016;10553;Wed
4388161847;4/21/2016;10055;Thu
4388161847;4/22/2016;12139;Fri
4388161847;4/23/2016;13236;Sat
4388161847;4/24/2016;10243;Sun
4388161847;4/25/2016;12961;Mon
4388161847;4/26/2016;9461;Tue
4388161847;4/27/2016;11193;Wed
4388161847;4/28/2016;10074;Thu
4388161847;4/29/2016;9232;Fri
4388161847;4/30/2016;12533;Sat
4388161847;5/1/2016;10255;Sun
4388161847;5/2/2016;10096;Mon
4388161847;5/3/2016;12727;Tue
4388161847;5/4/2016;12375;Wed
4388161847;5/5/2016;9603;Thu
4388161847;5/6/2016;13175;Fri
4388161847;5/7/2016;22770;Sat
4388161847;5/8/2016;17298;Sun
4388161847;5/9/2016;10218;Mon
4388161847;5/10/2016;10299;Tue
4388161847;5/11/2016;10201;Wed
4388161847;5/12/2016;3369;Thu
4445114986;4/12/2016;3276;Tue
4445114986;4/13/2016;2961;Wed
4445114986;4/14/2016;3974;Thu
4445114986;4/15/2016;7198;Fri
4445114986;4/16/2016;3945;Sat
4445114986;4/17/2016;2268;Sun
4445114986;4/18/2016;6155;Mon
4445114986;4/19/2016;2064;Tue
4445114986;4/20/2016;2072;Wed
4445114986;4/21/2016;3809;Thu
4445114986;4/22/2016;6831;Fri
4445114986;4/23/2016;4363;Sat
4445114986;4/24/2016;5002;Sun
4445114986;4/25/2016;3385;Mon
4445114986;4/26/2016;6326;Tue
4445114986;4/27/2016;7243;Wed
4445114986;4/28/2016;4493;Thu
4445114986;4/29/2016;4676;Fri
4445114986;4/30/2016;6222;Sat
4445114986;5/1/2016;5232;Sun
4445114986;5/2/2016;6910;Mon
4445114986;5/3/2016;7502;Tue
4445114986;5/4/2016;2923;Wed
4445114986;5/5/2016;3800;Thu
4445114986;5/6/2016;4514;Fri
4445114986;5/7/2016;5183;Sat
4445114986;5/8/2016;7303;Sun
4445114986;5/9/2016;5275;Mon
4445114986;5/10/2016;3915;Tue
4445114986;5/11/2016;9105;Wed
4445114986;5/12/2016;768;Thu
4558609924;4/12/2016;5135;Tue
4558609924;4/13/2016;4978;Wed
4558609924;4/14/2016;6799;Thu
4558609924;4/15/2016;7795;Fri
4558609924;4/16/2016;7289;Sat
4558609924;4/17/2016;9634;Sun
4558609924;4/18/2016;8940;Mon
4558609924;4/19/2016;5401;Tue
4558609924;4/20/2016;4803;Wed
4558609924;4/21/2016;13743;Thu
4558609924;4/22/2016;9601;Fri
4558609924;4/23/2016;6890;Sat
4558609924;4/24/2016;8563;Sun
4558609924;4/25/2016;8095;Mon
4558609924;4/26/2016;9148;Tue
4558609924;4/27/2016;9557;Wed
4558609924;4/28/2016;9451;Thu
4558609924;4/29/2016;7833;Fri
4558609924;4/30/2016;10319;Sat
4558609924;5/1/2016;3428;Sun
4558609924;5/2/2016;7891;Mon
4558609924;5/3/2016;5267;Tue
4558609924;5/4/2016;5232;Wed
4558609924;5/5/2016;10611;Thu
4558609924;5/6/2016;3755;Fri
4558609924;5/7/2016;8237;Sat
4558609924;5/8/2016;6543;Sun
4558609924;5/9/2016;11451;Mon
4558609924;5/10/2016;6435;Tue
4558609924;5/11/2016;9108;Wed
4558609924;5/12/2016;6307;Thu
4702921684;4/12/2016;7213;Tue
4702921684;4/13/2016;6877;Wed
4702921684;4/14/2016;7860;Thu
4702921684;4/15/2016;6506;Fri
4702921684;4/16/2016;11140;Sat
4702921684;4/17/2016;12692;Sun
4702921684;4/18/2016;9105;Mon
4702921684;4/19/2016;6708;Tue
4702921684;4/20/2016;8793;Wed
4702921684;4/21/2016;6530;Thu
4702921684;4/22/2016;1664;Fri
4702921684;4/23/2016;15126;Sat
4702921684;4/24/2016;15050;Sun
4702921684;4/25/2016;9167;Mon
4702921684;4/26/2016;6108;Tue
4702921684;4/27/2016;7047;Wed
4702921684;4/28/2016;9023;Thu
4702921684;4/29/2016;9930;Fri
4702921684;4/30/2016;10144;Sat
4702921684;5/2/2016;7245;Mon
4702921684;5/3/2016;9454;Tue
4702921684;5/4/2016;8161;Wed
4702921684;5/5/2016;8614;Thu
4702921684;5/6/2016;6943;Fri
4702921684;5/7/2016;14370;Sat
4702921684;5/8/2016;12857;Sun
4702921684;5/9/2016;8232;Mon
4702921684;5/10/2016;10613;Tue
4702921684;5/11/2016;9810;Wed
4702921684;5/12/2016;2752;Thu
5553957443;4/12/2016;11596;Tue
5553957443;4/13/2016;4832;Wed
5553957443;4/14/2016;17022;Thu
5553957443;4/15/2016;16556;Fri
5553957443;4/16/2016;5771;Sat
5553957443;4/17/2016;655;Sun
5553957443;4/18/2016;3727;Mon
5553957443;4/19/2016;15482;Tue
5553957443;4/20/2016;2713;Wed
5553957443;4/21/2016;12346;Thu
5553957443;4/22/2016;11682;Fri
5553957443;4/23/2016;4112;Sat
5553957443;4/24/2016;1807;Sun
5553957443;4/25/2016;10946;Mon
5553957443;4/26/2016;11886;Tue
5553957443;4/27/2016;10538;Wed
5553957443;4/28/2016;11393;Thu
5553957443;4/29/2016;12764;Fri
5553957443;4/30/2016;1202;Sat
5553957443;5/1/2016;5164;Sun
5553957443;5/2/2016;9769;Mon
5553957443;5/3/2016;12848;Tue
5553957443;5/4/2016;4249;Wed
5553957443;5/5/2016;14331;Thu
5553957443;5/6/2016;9632;Fri
5553957443;5/7/2016;1868;Sat
5553957443;5/8/2016;6083;Sun
5553957443;5/9/2016;11611;Mon
5553957443;5/10/2016;16358;Tue
5553957443;5/11/2016;4926;Wed
5553957443;5/12/2016;3121;Thu
5577150313;4/12/2016;8135;Tue
5577150313;4/13/2016;5077;Wed
5577150313;4/14/2016;8596;Thu
5577150313;4/15/2016;12087;Fri
5577150313;4/16/2016;14269;Sat
5577150313;4/17/2016;12231;Sun
5577150313;4/18/2016;9893;Mon
5577150313;4/19/2016;12574;Tue
5577150313;4/20/2016;8330;Wed
5577150313;4/21/2016;10830;Thu
5577150313;4/22/2016;9172;Fri
5577150313;4/23/2016;7638;Sat
5577150313;4/24/2016;15764;Sun
5577150313;4/25/2016;6393;Mon
5577150313;4/26/2016;5325;Tue
5577150313;4/27/2016;6805;Wed
5577150313;4/28/2016;9841;Thu
5577150313;4/29/2016;7924;Fri
5577150313;4/30/2016;12363;Sat
5577150313;5/1/2016;13368;Sun
5577150313;5/2/2016;7439;Mon
5577150313;5/3/2016;11045;Tue
5577150313;5/4/2016;5206;Wed
5577150313;5/5/2016;7550;Thu
5577150313;5/6/2016;4950;Fri
5577150313;5/9/2016;3421;Mon
5577150313;5/10/2016;8869;Tue
5577150313;5/11/2016;4038;Wed
6117666160;4/15/2016;14019;Fri
6117666160;4/16/2016;14450;Sat
6117666160;4/17/2016;7150;Sun
6117666160;4/18/2016;5153;Mon
6117666160;4/19/2016;11135;Tue
6117666160;4/20/2016;10449;Wed
6117666160;4/21/2016;19542;Thu
6117666160;4/22/2016;8206;Fri
6117666160;4/23/2016;11495;Sat
6117666160;4/24/2016;7623;Sun
6117666160;4/26/2016;9543;Tue
6117666160;4/27/2016;9411;Wed
6117666160;4/28/2016;3403;Thu
6117666160;4/29/2016;9592;Fri
6117666160;4/30/2016;6987;Sat
6117666160;5/1/2016;8915;Sun
6117666160;5/2/2016;4933;Mon
6117666160;5/4/2016;2997;Wed
6117666160;5/5/2016;9799;Thu
6117666160;5/6/2016;3365;Fri
6117666160;5/7/2016;7336;Sat
6117666160;5/8/2016;7328;Sun
6117666160;5/9/2016;4477;Mon
6290855005;4/12/2016;4562;Tue
6290855005;4/13/2016;7142;Wed
6290855005;4/14/2016;7671;Thu
6290855005;4/15/2016;9501;Fri
6290855005;4/16/2016;8301;Sat
6290855005;4/17/2016;7851;Sun
6290855005;4/18/2016;6885;Mon
6290855005;4/19/2016;7142;Tue
6290855005;4/20/2016;6361;Wed
6290855005;4/22/2016;6238;Fri
6290855005;4/24/2016;5896;Sun
6290855005;4/25/2016;7802;Mon
6290855005;4/27/2016;5565;Wed
6290855005;4/28/2016;5731;Thu
6290855005;4/30/2016;6744;Sat
6290855005;5/1/2016;9837;Sun
6290855005;5/2/2016;6781;Mon
6290855005;5/3/2016;6047;Tue
6290855005;5/4/2016;5832;Wed
6290855005;5/5/2016;6339;Thu
6290855005;5/6/2016;6116;Fri
6290855005;5/7/2016;5510;Sat
6290855005;5/8/2016;7706;Sun
6290855005;5/9/2016;6277;Mon
6775888955;4/13/2016;4053;Wed
6775888955;4/14/2016;5162;Thu
6775888955;4/15/2016;1282;Fri
6775888955;4/16/2016;4732;Sat
6775888955;4/17/2016;2497;Sun
6775888955;4/18/2016;8294;Mon
6775888955;4/20/2016;10771;Wed
6775888955;4/22/2016;637;Fri
6775888955;4/24/2016;2153;Sun
6775888955;4/25/2016;6474;Mon
6775888955;4/26/2016;7091;Tue
6775888955;4/28/2016;703;Thu
6775888955;4/30/2016;2503;Sat
6775888955;5/1/2016;2487;Sun
6775888955;5/3/2016;9;Tue
6775888955;5/6/2016;4697;Fri
6775888955;5/7/2016;1967;Sat
6962181067;4/12/2016;10199;Tue
6962181067;4/13/2016;5652;Wed
6962181067;4/14/2016;1551;Thu
6962181067;4/15/2016;5563;Fri
6962181067;4/16/2016;13217;Sat
6962181067;4/17/2016;10145;Sun
6962181067;4/18/2016;11404;Mon
6962181067;4/19/2016;10742;Tue
6962181067;4/20/2016;13928;Wed
6962181067;4/21/2016;11835;Thu
6962181067;4/22/2016;10725;Fri
6962181067;4/23/2016;20031;Sat
6962181067;4/24/2016;5029;Sun
6962181067;4/25/2016;13239;Mon
6962181067;4/26/2016;10433;Tue
6962181067;4/27/2016;10320;Wed
6962181067;4/28/2016;12627;Thu
6962181067;4/29/2016;10762;Fri
6962181067;4/30/2016;10081;Sat
6962181067;5/1/2016;5454;Sun
6962181067;5/2/2016;12912;Mon
6962181067;5/3/2016;12109;Tue
6962181067;5/4/2016;10147;Wed
6962181067;5/5/2016;10524;Thu
6962181067;5/6/2016;5908;Fri
6962181067;5/7/2016;6815;Sat
6962181067;5/8/2016;4188;Sun
6962181067;5/9/2016;12342;Mon
6962181067;5/10/2016;15448;Tue
6962181067;5/11/2016;6722;Wed
6962181067;5/12/2016;3587;Thu
7007744171;4/12/2016;14172;Tue
7007744171;4/13/2016;12862;Wed
7007744171;4/14/2016;11179;Thu
7007744171;4/15/2016;5273;Fri
7007744171;4/16/2016;4631;Sat
7007744171;4/17/2016;8059;Sun
7007744171;4/18/2016;14816;Mon
7007744171;4/19/2016;14194;Tue
7007744171;4/20/2016;15566;Wed
7007744171;4/21/2016;13744;Thu
7007744171;4/22/2016;15299;Fri
7007744171;4/23/2016;8093;Sat
7007744171;4/24/2016;11085;Sun
7007744171;4/25/2016;18229;Mon
7007744171;4/26/2016;15090;Tue
7007744171;4/27/2016;13541;Wed
7007744171;4/28/2016;15128;Thu
7007744171;4/29/2016;20067;Fri
7007744171;4/30/2016;3761;Sat
7007744171;5/1/2016;5600;Sun
7007744171;5/2/2016;13041;Mon
7007744171;5/3/2016;14510;Tue
7007744171;5/5/2016;15010;Thu
7007744171;5/6/2016;11459;Fri
7086361926;4/12/2016;11317;Tue
7086361926;4/13/2016;5813;Wed
7086361926;4/14/2016;9123;Thu
7086361926;4/15/2016;8585;Fri
7086361926;4/16/2016;31;Sat
7086361926;4/18/2016;9827;Mon
7086361926;4/19/2016;10688;Tue
7086361926;4/20/2016;14365;Wed
7086361926;4/21/2016;9469;Thu
7086361926;4/22/2016;9753;Fri
7086361926;4/23/2016;2817;Sat
7086361926;4/24/2016;3520;Sun
7086361926;4/25/2016;10091;Mon
7086361926;4/26/2016;10387;Tue
7086361926;4/27/2016;11107;Wed
7086361926;4/28/2016;11584;Thu
7086361926;4/29/2016;7881;Fri
7086361926;4/30/2016;14560;Sat
7086361926;5/1/2016;12390;Sun
7086361926;5/2/2016;10052;Mon
7086361926;5/3/2016;10288;Tue
7086361926;5/4/2016;10988;Wed
7086361926;5/5/2016;8564;Thu
7086361926;5/6/2016;12461;Fri
7086361926;5/7/2016;12827;Sat
7086361926;5/8/2016;10677;Sun
7086361926;5/9/2016;13566;Mon
7086361926;5/10/2016;14433;Tue
7086361926;5/11/2016;9572;Wed
7086361926;5/12/2016;3789;Thu
8053475328;4/12/2016;18060;Tue
8053475328;4/13/2016;16433;Wed
8053475328;4/14/2016;20159;Thu
8053475328;4/15/2016;20669;Fri
8053475328;4/16/2016;14549;Sat
8053475328;4/17/2016;18827;Sun
8053475328;4/18/2016;17076;Mon
8053475328;4/19/2016;15929;Tue
8053475328;4/20/2016;15108;Wed
8053475328;4/21/2016;16057;Thu
8053475328;4/22/2016;10520;Fri
8053475328;4/23/2016;22359;Sat
8053475328;4/24/2016;22988;Sun
8053475328;4/25/2016;20500;Mon
8053475328;4/26/2016;12685;Tue
8053475328;4/27/2016;12422;Wed
8053475328;4/28/2016;15447;Thu
8053475328;4/29/2016;12315;Fri
8053475328;4/30/2016;7135;Sat
8053475328;5/1/2016;1170;Sun
8053475328;5/2/2016;1969;Mon
8053475328;5/3/2016;15484;Tue
8053475328;5/4/2016;14581;Wed
8053475328;5/5/2016;14990;Thu
8053475328;5/6/2016;13953;Fri
8053475328;5/7/2016;19769;Sat
8053475328;5/8/2016;22026;Sun
8053475328;5/9/2016;12465;Mon
8053475328;5/10/2016;14810;Tue
8053475328;5/11/2016;12209;Wed
8053475328;5/12/2016;4998;Thu
8253242879;4/12/2016;9033;Tue
8253242879;4/13/2016;8053;Wed
